name,gender,gender_probability,age,age_group,country_id,country_name,country_probability
Stage4B500k-2026-05-05T20-00-42Z-574,female,0.74,61,adult,TZ,Tanzania,0.11
Stage4B500k-2026-05-05T20-00-42Z-575,male,0.75,62,adult,SN,Senegal,0.12
Stage4B500k-2026-05-05T20-00-42Z-576,female,0.76,63,adult,CM,Cameroon,0.13
Stage4B500k-2026-05-05T20-00-42Z-577,male,0.77,64,adult,NG,Nigeria,0.14
Stage4B500k-2026-05-05T20-00-42Z-578,female,0.78,65,adult,GH,Ghana,0.15
Stage4B500k-2026-05-05T20-00-42Z-579,male,0.79,66,adult,KE,Kenya,0.16
Stage4B500k-2026-05-05T20-00-42Z-580,female,0.80,67,adult,ZA,South Africa,0.17
Stage4B500k-2026-05-05T20-00-42Z-581,male,0.81,68,adult,UG,Uganda,0.18
Stage4B500k-2026-05-05T20-00-42Z-582,female,0.82,69,adult,TZ,Tanzania,0.19
Stage4B500k-2026-05-05T20-00-42Z-583,male,0.83,70,adult,SN,Senegal,0.20
Stage4B500k-2026-05-05T20-00-42Z-584,female,0.84,18,adult,CM,Cameroon,0.21
Stage4B500k-2026-05-05T20-00-42Z-585,male,0.85,19,adult,NG,Nigeria,0.22
Stage4B500k-2026-05-05T20-00-42Z-586,female,0.86,20,adult,GH,Ghana,0.23
Stage4B500k-2026-05-05T20-00-42Z-587,male,0.87,21,adult,KE,Kenya,0.24
Stage4B500k-2026-05-05T20-00-42Z-588,female,0.88,22,adult,ZA,South Africa,0.25
Stage4B500k-2026-05-05T20-00-42Z-589,male,0.89,23,adult,UG,Uganda,0.26
Stage4B500k-2026-05-05T20-00-42Z-590,female,0.90,24,adult,TZ,Tanzania,0.27
Stage4B500k-2026-05-05T20-00-42Z-591,male,0.91,25,adult,SN,Senegal,0.28
Stage4B500k-2026-05-05T20-00-42Z-592,female,0.92,26,adult,CM,Cameroon,0.29
Stage4B500k-2026-05-05T20-00-42Z-593,male,0.93,27,adult,NG,Nigeria,0.30
Stage4B500k-2026-05-05T20-00-42Z-594,female,0.94,28,adult,GH,Ghana,0.31
Stage4B500k-2026-05-05T20-00-42Z-595,male,0.95,29,adult,KE,Kenya,0.32
Stage4B500k-2026-05-05T20-00-42Z-596,female,0.96,30,adult,ZA,South Africa,0.33
Stage4B500k-2026-05-05T20-00-42Z-597,male,0.97,31,adult,UG,Uganda,0.34
Stage4B500k-2026-05-05T20-00-42Z-598,female,0.98,32,adult,TZ,Tanzania,0.35
Stage4B500k-2026-05-05T20-00-42Z-599,male,0.99,33,adult,SN,Senegal,0.36
Stage4B500k-2026-05-05T20-00-42Z-600,female,1.00,34,adult,CM,Cameroon,0.37
Stage4B500k-2026-05-05T20-00-42Z-601,male,0.01,35,adult,NG,Nigeria,0.38
Stage4B500k-2026-05-05T20-00-42Z-602,female,0.02,36,adult,GH,Ghana,0.39
Stage4B500k-2026-05-05T20-00-42Z-603,male,0.03,37,adult,KE,Kenya,0.40
Stage4B500k-2026-05-05T20-00-42Z-604,female,0.04,38,adult,ZA,South Africa,0.41
Stage4B500k-2026-05-05T20-00-42Z-605,male,0.05,39,adult,UG,Uganda,0.42
Stage4B500k-2026-05-05T20-00-42Z-606,female,0.06,40,adult,TZ,Tanzania,0.43
Stage4B500k-2026-05-05T20-00-42Z-607,male,0.07,41,adult,SN,Senegal,0.44
Stage4B500k-2026-05-05T20-00-42Z-608,female,0.08,42,adult,CM,Cameroon,0.45
Stage4B500k-2026-05-05T20-00-42Z-609,male,0.09,43,adult,NG,Nigeria,0.46
Stage4B500k-2026-05-05T20-00-42Z-610,female,0.10,44,adult,GH,Ghana,0.47
Stage4B500k-2026-05-05T20-00-42Z-611,male,0.11,45,adult,KE,Kenya,0.48
Stage4B500k-2026-05-05T20-00-42Z-612,female,0.12,46,adult,ZA,South Africa,0.49
Stage4B500k-2026-05-05T20-00-42Z-613,male,0.13,47,adult,UG,Uganda,0.50
Stage4B500k-2026-05-05T20-00-42Z-614,female,0.14,48,adult,TZ,Tanzania,0.51
Stage4B500k-2026-05-05T20-00-42Z-615,male,0.15,49,adult,SN,Senegal,0.52
Stage4B500k-2026-05-05T20-00-42Z-616,female,0.16,50,adult,CM,Cameroon,0.53
Stage4B500k-2026-05-05T20-00-42Z-617,male,0.17,51,adult,NG,Nigeria,0.54
Stage4B500k-2026-05-05T20-00-42Z-618,female,0.18,52,adult,GH,Ghana,0.55
Stage4B500k-2026-05-05T20-00-42Z-619,male,0.19,53,adult,KE,Kenya,0.56
Stage4B500k-2026-05-05T20-00-42Z-620,female,0.20,54,adult,ZA,South Africa,0.57
Stage4B500k-2026-05-05T20-00-42Z-621,male,0.21,55,adult,UG,Uganda,0.58
Stage4B500k-2026-05-05T20-00-42Z-622,female,0.22,56,adult,TZ,Tanzania,0.59
Stage4B500k-2026-05-05T20-00-42Z-623,male,0.23,57,adult,SN,Senegal,0.60
Stage4B500k-2026-05-05T20-00-42Z-624,female,0.24,58,adult,CM,Cameroon,0.61
Stage4B500k-2026-05-05T20-00-42Z-625,male,0.25,59,adult,NG,Nigeria,0.62
Stage4B500k-2026-05-05T20-00-42Z-626,female,0.26,60,adult,GH,Ghana,0.63
Stage4B500k-2026-05-05T20-00-42Z-627,male,0.27,61,adult,KE,Kenya,0.64
Stage4B500k-2026-05-05T20-00-42Z-628,female,0.28,62,adult,ZA,South Africa,0.65
Stage4B500k-2026-05-05T20-00-42Z-629,male,0.29,63,adult,UG,Uganda,0.66
Stage4B500k-2026-05-05T20-00-42Z-630,female,0.30,64,adult,TZ,Tanzania,0.67
Stage4B500k-2026-05-05T20-00-42Z-631,male,0.31,65,adult,SN,Senegal,0.68
Stage4B500k-2026-05-05T20-00-42Z-632,female,0.32,66,adult,CM,Cameroon,0.69
Stage4B500k-2026-05-05T20-00-42Z-633,male,0.33,67,adult,NG,Nigeria,0.70
Stage4B500k-2026-05-05T20-00-42Z-634,female,0.34,68,adult,GH,Ghana,0.71
Stage4B500k-2026-05-05T20-00-42Z-635,male,0.35,69,adult,KE,Kenya,0.72
Stage4B500k-2026-05-05T20-00-42Z-636,female,0.36,70,adult,ZA,South Africa,0.73
Stage4B500k-2026-05-05T20-00-42Z-637,male,0.37,18,adult,UG,Uganda,0.74
Stage4B500k-2026-05-05T20-00-42Z-638,female,0.38,19,adult,TZ,Tanzania,0.75
Stage4B500k-2026-05-05T20-00-42Z-639,male,0.39,20,adult,SN,Senegal,0.76
Stage4B500k-2026-05-05T20-00-42Z-640,female,0.40,21,adult,CM,Cameroon,0.77
Stage4B500k-2026-05-05T20-00-42Z-641,male,0.41,22,adult,NG,Nigeria,0.78
Stage4B500k-2026-05-05T20-00-42Z-642,female,0.42,23,adult,GH,Ghana,0.79
Stage4B500k-2026-05-05T20-00-42Z-643,male,0.43,24,adult,KE,Kenya,0.80
Stage4B500k-2026-05-05T20-00-42Z-644,female,0.44,25,adult,ZA,South Africa,0.81
Stage4B500k-2026-05-05T20-00-42Z-645,male,0.45,26,adult,UG,Uganda,0.82
Stage4B500k-2026-05-05T20-00-42Z-646,female,0.46,27,adult,TZ,Tanzania,0.83
Stage4B500k-2026-05-05T20-00-42Z-647,male,0.47,28,adult,SN,Senegal,0.84
Stage4B500k-2026-05-05T20-00-42Z-648,female,0.48,29,adult,CM,Cameroon,0.85
Stage4B500k-2026-05-05T20-00-42Z-649,male,0.49,30,adult,NG,Nigeria,0.86
Stage4B500k-2026-05-05T20-00-42Z-650,female,0.50,31,adult,GH,Ghana,0.87
Stage4B500k-2026-05-05T20-00-42Z-651,male,0.51,32,adult,KE,Kenya,0.88
Stage4B500k-2026-05-05T20-00-42Z-652,female,0.52,33,adult,ZA,South Africa,0.89
Stage4B500k-2026-05-05T20-00-42Z-653,male,0.53,34,adult,UG,Uganda,0.90
Stage4B500k-2026-05-05T20-00-42Z-654,female,0.54,35,adult,TZ,Tanzania,0.91
Stage4B500k-2026-05-05T20-00-42Z-655,male,0.55,36,adult,SN,Senegal,0.92
Stage4B500k-2026-05-05T20-00-42Z-656,female,0.56,37,adult,CM,Cameroon,0.93
Stage4B500k-2026-05-05T20-00-42Z-657,male,0.57,38,adult,NG,Nigeria,0.94
Stage4B500k-2026-05-05T20-00-42Z-658,female,0.58,39,adult,GH,Ghana,0.95
Stage4B500k-2026-05-05T20-00-42Z-659,male,0.59,40,adult,KE,Kenya,0.96
Stage4B500k-2026-05-05T20-00-42Z-660,female,0.60,41,adult,ZA,South Africa,0.97
Stage4B500k-2026-05-05T20-00-42Z-661,male,0.61,42,adult,UG,Uganda,0.98
Stage4B500k-2026-05-05T20-00-42Z-662,female,0.62,43,adult,TZ,Tanzania,0.99
Stage4B500k-2026-05-05T20-00-42Z-663,male,0.63,44,adult,SN,Senegal,1.00
Stage4B500k-2026-05-05T20-00-42Z-664,female,0.64,45,adult,CM,Cameroon,0.01
Stage4B500k-2026-05-05T20-00-42Z-665,male,0.65,46,adult,NG,Nigeria,0.02
Stage4B500k-2026-05-05T20-00-42Z-666,female,0.66,47,adult,GH,Ghana,0.03
Stage4B500k-2026-05-05T20-00-42Z-667,male,0.67,48,adult,KE,Kenya,0.04
Stage4B500k-2026-05-05T20-00-42Z-668,female,0.68,49,adult,ZA,South Africa,0.05
Stage4B500k-2026-05-05T20-00-42Z-669,male,0.69,50,adult,UG,Uganda,0.06
Stage4B500k-2026-05-05T20-00-42Z-670,female,0.70,51,adult,TZ,Tanzania,0.07
Stage4B500k-2026-05-05T20-00-42Z-671,male,0.71,52,adult,SN,Senegal,0.08
Stage4B500k-2026-05-05T20-00-42Z-672,female,0.72,53,adult,CM,Cameroon,0.09
Stage4B500k-2026-05-05T20-00-42Z-673,male,0.73,54,adult,NG,Nigeria,0.10
Stage4B500k-2026-05-05T20-00-42Z-674,female,0.74,55,adult,GH,Ghana,0.11
Stage4B500k-2026-05-05T20-00-42Z-675,male,0.75,56,adult,KE,Kenya,0.12
Stage4B500k-2026-05-05T20-00-42Z-676,female,0.76,57,adult,ZA,South Africa,0.13
Stage4B500k-2026-05-05T20-00-42Z-677,male,0.77,58,adult,UG,Uganda,0.14
Stage4B500k-2026-05-05T20-00-42Z-678,female,0.78,59,adult,TZ,Tanzania,0.15
Stage4B500k-2026-05-05T20-00-42Z-679,male,0.79,60,adult,SN,Senegal,0.16
Stage4B500k-2026-05-05T20-00-42Z-680,female,0.80,61,adult,CM,Cameroon,0.17
Stage4B500k-2026-05-05T20-00-42Z-681,male,0.81,62,adult,NG,Nigeria,0.18
Stage4B500k-2026-05-05T20-00-42Z-682,female,0.82,63,adult,GH,Ghana,0.19
Stage4B500k-2026-05-05T20-00-42Z-683,male,0.83,64,adult,KE,Kenya,0.20
Stage4B500k-2026-05-05T20-00-42Z-684,female,0.84,65,adult,ZA,South Africa,0.21
Stage4B500k-2026-05-05T20-00-42Z-685,male,0.85,66,adult,UG,Uganda,0.22
Stage4B500k-2026-05-05T20-00-42Z-686,female,0.86,67,adult,TZ,Tanzania,0.23
Stage4B500k-2026-05-05T20-00-42Z-687,male,0.87,68,adult,SN,Senegal,0.24
Stage4B500k-2026-05-05T20-00-42Z-688,female,0.88,69,adult,CM,Cameroon,0.25
Stage4B500k-2026-05-05T20-00-42Z-689,male,0.89,70,adult,NG,Nigeria,0.26
Stage4B500k-2026-05-05T20-00-42Z-690,female,0.90,18,adult,GH,Ghana,0.27
Stage4B500k-2026-05-05T20-00-42Z-691,male,0.91,19,adult,KE,Kenya,0.28
Stage4B500k-2026-05-05T20-00-42Z-692,female,0.92,20,adult,ZA,South Africa,0.29
Stage4B500k-2026-05-05T20-00-42Z-693,male,0.93,21,adult,UG,Uganda,0.30
Stage4B500k-2026-05-05T20-00-42Z-694,female,0.94,22,adult,TZ,Tanzania,0.31
Stage4B500k-2026-05-05T20-00-42Z-695,male,0.95,23,adult,SN,Senegal,0.32
Stage4B500k-2026-05-05T20-00-42Z-696,female,0.96,24,adult,CM,Cameroon,0.33
Stage4B500k-2026-05-05T20-00-42Z-697,male,0.97,25,adult,NG,Nigeria,0.34
Stage4B500k-2026-05-05T20-00-42Z-698,female,0.98,26,adult,GH,Ghana,0.35
Stage4B500k-2026-05-05T20-00-42Z-699,male,0.99,27,adult,KE,Kenya,0.36
Stage4B500k-2026-05-05T20-00-42Z-700,female,1.00,28,adult,ZA,South Africa,0.37
Stage4B500k-2026-05-05T20-00-42Z-701,male,0.01,29,adult,UG,Uganda,0.38
Stage4B500k-2026-05-05T20-00-42Z-702,female,0.02,30,adult,TZ,Tanzania,0.39
Stage4B500k-2026-05-05T20-00-42Z-703,male,0.03,31,adult,SN,Senegal,0.40
Stage4B500k-2026-05-05T20-00-42Z-704,female,0.04,32,adult,CM,Cameroon,0.41
Stage4B500k-2026-05-05T20-00-42Z-705,male,0.05,33,adult,NG,Nigeria,0.42
Stage4B500k-2026-05-05T20-00-42Z-706,female,0.06,34,adult,GH,Ghana,0.43
Stage4B500k-2026-05-05T20-00-42Z-707,male,0.07,35,adult,KE,Kenya,0.44
Stage4B500k-2026-05-05T20-00-42Z-708,female,0.08,36,adult,ZA,South Africa,0.45
Stage4B500k-2026-05-05T20-00-42Z-709,male,0.09,37,adult,UG,Uganda,0.46
Stage4B500k-2026-05-05T20-00-42Z-710,female,0.10,38,adult,TZ,Tanzania,0.47
Stage4B500k-2026-05-05T20-00-42Z-711,male,0.11,39,adult,SN,Senegal,0.48
Stage4B500k-2026-05-05T20-00-42Z-712,female,0.12,40,adult,CM,Cameroon,0.49
Stage4B500k-2026-05-05T20-00-42Z-713,male,0.13,41,adult,NG,Nigeria,0.50
Stage4B500k-2026-05-05T20-00-42Z-714,female,0.14,42,adult,GH,Ghana,0.51
Stage4B500k-2026-05-05T20-00-42Z-715,male,0.15,43,adult,KE,Kenya,0.52
Stage4B500k-2026-05-05T20-00-42Z-716,female,0.16,44,adult,ZA,South Africa,0.53
Stage4B500k-2026-05-05T20-00-42Z-717,male,0.17,45,adult,UG,Uganda,0.54
Stage4B500k-2026-05-05T20-00-42Z-718,female,0.18,46,adult,TZ,Tanzania,0.55
Stage4B500k-2026-05-05T20-00-42Z-719,male,0.19,47,adult,SN,Senegal,0.56
Stage4B500k-2026-05-05T20-00-42Z-720,female,0.20,48,adult,CM,Cameroon,0.57
Stage4B500k-2026-05-05T20-00-42Z-721,male,0.21,49,adult,NG,Nigeria,0.58
Stage4B500k-2026-05-05T20-00-42Z-722,female,0.22,50,adult,GH,Ghana,0.59
Stage4B500k-2026-05-05T20-00-42Z-723,male,0.23,51,adult,KE,Kenya,0.60
Stage4B500k-2026-05-05T20-00-42Z-724,female,0.24,52,adult,ZA,South Africa,0.61
Stage4B500k-2026-05-05T20-00-42Z-725,male,0.25,53,adult,UG,Uganda,0.62
Stage4B500k-2026-05-05T20-00-42Z-726,female,0.26,54,adult,TZ,Tanzania,0.63
Stage4B500k-2026-05-05T20-00-42Z-727,male,0.27,55,adult,SN,Senegal,0.64
Stage4B500k-2026-05-05T20-00-42Z-728,female,0.28,56,adult,CM,Cameroon,0.65
Stage4B500k-2026-05-05T20-00-42Z-729,male,0.29,57,adult,NG,Nigeria,0.66
Stage4B500k-2026-05-05T20-00-42Z-730,female,0.30,58,adult,GH,Ghana,0.67
Stage4B500k-2026-05-05T20-00-42Z-731,male,0.31,59,adult,KE,Kenya,0.68
Stage4B500k-2026-05-05T20-00-42Z-732,female,0.32,60,adult,ZA,South Africa,0.69
Stage4B500k-2026-05-05T20-00-42Z-733,male,0.33,61,adult,UG,Uganda,0.70
Stage4B500k-2026-05-05T20-00-42Z-734,female,0.34,62,adult,TZ,Tanzania,0.71
Stage4B500k-2026-05-05T20-00-42Z-735,male,0.35,63,adult,SN,Senegal,0.72
Stage4B500k-2026-05-05T20-00-42Z-736,female,0.36,64,adult,CM,Cameroon,0.73
Stage4B500k-2026-05-05T20-00-42Z-737,male,0.37,65,adult,NG,Nigeria,0.74
Stage4B500k-2026-05-05T20-00-42Z-738,female,0.38,66,adult,GH,Ghana,0.75
Stage4B500k-2026-05-05T20-00-42Z-739,male,0.39,67,adult,KE,Kenya,0.76
Stage4B500k-2026-05-05T20-00-42Z-740,female,0.40,68,adult,ZA,South Africa,0.77
Stage4B500k-2026-05-05T20-00-42Z-741,male,0.41,69,adult,UG,Uganda,0.78
Stage4B500k-2026-05-05T20-00-42Z-742,female,0.42,70,adult,TZ,Tanzania,0.79
Stage4B500k-2026-05-05T20-00-42Z-743,male,0.43,18,adult,SN,Senegal,0.80
Stage4B500k-2026-05-05T20-00-42Z-744,female,0.44,19,adult,CM,Cameroon,0.81
Stage4B500k-2026-05-05T20-00-42Z-745,male,0.45,20,adult,NG,Nigeria,0.82
Stage4B500k-2026-05-05T20-00-42Z-746,female,0.46,21,adult,GH,Ghana,0.83
Stage4B500k-2026-05-05T20-00-42Z-747,male,0.47,22,adult,KE,Kenya,0.84
Stage4B500k-2026-05-05T20-00-42Z-748,female,0.48,23,adult,ZA,South Africa,0.85
Stage4B500k-2026-05-05T20-00-42Z-749,male,0.49,24,adult,UG,Uganda,0.86
Stage4B500k-2026-05-05T20-00-42Z-750,female,0.50,25,adult,TZ,Tanzania,0.87
Stage4B500k-2026-05-05T20-00-42Z-751,male,0.51,26,adult,SN,Senegal,0.88
Stage4B500k-2026-05-05T20-00-42Z-752,female,0.52,27,adult,CM,Cameroon,0.89
Stage4B500k-2026-05-05T20-00-42Z-753,male,0.53,28,adult,NG,Nigeria,0.90
Stage4B500k-2026-05-05T20-00-42Z-754,female,0.54,29,adult,GH,Ghana,0.91
Stage4B500k-2026-05-05T20-00-42Z-755,male,0.55,30,adult,KE,Kenya,0.92
Stage4B500k-2026-05-05T20-00-42Z-756,female,0.56,31,adult,ZA,South Africa,0.93
Stage4B500k-2026-05-05T20-00-42Z-757,male,0.57,32,adult,UG,Uganda,0.94
Stage4B500k-2026-05-05T20-00-42Z-758,female,0.58,33,adult,TZ,Tanzania,0.95
Stage4B500k-2026-05-05T20-00-42Z-759,male,0.59,34,adult,SN,Senegal,0.96
Stage4B500k-2026-05-05T20-00-42Z-760,female,0.60,35,adult,CM,Cameroon,0.97
Stage4B500k-2026-05-05T20-00-42Z-761,male,0.61,36,adult,NG,Nigeria,0.98
Stage4B500k-2026-05-05T20-00-42Z-762,female,0.62,37,adult,GH,Ghana,0.99
Stage4B500k-2026-05-05T20-00-42Z-763,male,0.63,38,adult,KE,Kenya,1.00
Stage4B500k-2026-05-05T20-00-42Z-764,female,0.64,39,adult,ZA,South Africa,0.01
Stage4B500k-2026-05-05T20-00-42Z-765,male,0.65,40,adult,UG,Uganda,0.02
Stage4B500k-2026-05-05T20-00-42Z-766,female,0.66,41,adult,TZ,Tanzania,0.03
Stage4B500k-2026-05-05T20-00-42Z-767,male,0.67,42,adult,SN,Senegal,0.04
Stage4B500k-2026-05-05T20-00-42Z-768,female,0.68,43,adult,CM,Cameroon,0.05
Stage4B500k-2026-05-05T20-00-42Z-769,male,0.69,44,adult,NG,Nigeria,0.06
Stage4B500k-2026-05-05T20-00-42Z-770,female,0.70,45,adult,GH,Ghana,0.07
Stage4B500k-2026-05-05T20-00-42Z-771,male,0.71,46,adult,KE,Kenya,0.08
Stage4B500k-2026-05-05T20-00-42Z-772,female,0.72,47,adult,ZA,South Africa,0.09
Stage4B500k-2026-05-05T20-00-42Z-773,male,0.73,48,adult,UG,Uganda,0.10
Stage4B500k-2026-05-05T20-00-42Z-774,female,0.74,49,adult,TZ,Tanzania,0.11
Stage4B500k-2026-05-05T20-00-42Z-775,male,0.75,50,adult,SN,Senegal,0.12
Stage4B500k-2026-05-05T20-00-42Z-776,female,0.76,51,adult,CM,Cameroon,0.13
Stage4B500k-2026-05-05T20-00-42Z-777,male,0.77,52,adult,NG,Nigeria,0.14
Stage4B500k-2026-05-05T20-00-42Z-778,female,0.78,53,adult,GH,Ghana,0.15
Stage4B500k-2026-05-05T20-00-42Z-779,male,0.79,54,adult,KE,Kenya,0.16
Stage4B500k-2026-05-05T20-00-42Z-780,female,0.80,55,adult,ZA,South Africa,0.17
Stage4B500k-2026-05-05T20-00-42Z-781,male,0.81,56,adult,UG,Uganda,0.18
Stage4B500k-2026-05-05T20-00-42Z-782,female,0.82,57,adult,TZ,Tanzania,0.19
Stage4B500k-2026-05-05T20-00-42Z-783,male,0.83,58,adult,SN,Senegal,0.20
Stage4B500k-2026-05-05T20-00-42Z-784,female,0.84,59,adult,CM,Cameroon,0.21
Stage4B500k-2026-05-05T20-00-42Z-785,male,0.85,60,adult,NG,Nigeria,0.22
Stage4B500k-2026-05-05T20-00-42Z-786,female,0.86,61,adult,GH,Ghana,0.23
Stage4B500k-2026-05-05T20-00-42Z-787,male,0.87,62,adult,KE,Kenya,0.24
Stage4B500k-2026-05-05T20-00-42Z-788,female,0.88,63,adult,ZA,South Africa,0.25
Stage4B500k-2026-05-05T20-00-42Z-789,male,0.89,64,adult,UG,Uganda,0.26
Stage4B500k-2026-05-05T20-00-42Z-790,female,0.90,65,adult,TZ,Tanzania,0.27
Stage4B500k-2026-05-05T20-00-42Z-791,male,0.91,66,adult,SN,Senegal,0.28
Stage4B500k-2026-05-05T20-00-42Z-792,female,0.92,67,adult,CM,Cameroon,0.29
Stage4B500k-2026-05-05T20-00-42Z-793,male,0.93,68,adult,NG,Nigeria,0.30
Stage4B500k-2026-05-05T20-00-42Z-794,female,0.94,69,adult,GH,Ghana,0.31
Stage4B500k-2026-05-05T20-00-42Z-795,male,0.95,70,adult,KE,Kenya,0.32
Stage4B500k-2026-05-05T20-00-42Z-796,female,0.96,18,adult,ZA,South Africa,0.33
Stage4B500k-2026-05-05T20-00-42Z-797,male,0.97,19,adult,UG,Uganda,0.34
Stage4B500k-2026-05-05T20-00-42Z-798,female,0.98,20,adult,TZ,Tanzania,0.35
Stage4B500k-2026-05-05T20-00-42Z-799,male,0.99,21,adult,SN,Senegal,0.36
Stage4B500k-2026-05-05T20-00-42Z-800,female,1.00,22,adult,CM,Cameroon,0.37
Stage4B500k-2026-05-05T20-00-42Z-801,male,0.01,23,adult,NG,Nigeria,0.38
Stage4B500k-2026-05-05T20-00-42Z-802,female,0.02,24,adult,GH,Ghana,0.39
Stage4B500k-2026-05-05T20-00-42Z-803,male,0.03,25,adult,KE,Kenya,0.40
Stage4B500k-2026-05-05T20-00-42Z-804,female,0.04,26,adult,ZA,South Africa,0.41
Stage4B500k-2026-05-05T20-00-42Z-805,male,0.05,27,adult,UG,Uganda,0.42
Stage4B500k-2026-05-05T20-00-42Z-806,female,0.06,28,adult,TZ,Tanzania,0.43
Stage4B500k-2026-05-05T20-00-42Z-807,male,0.07,29,adult,SN,Senegal,0.44
Stage4B500k-2026-05-05T20-00-42Z-808,female,0.08,30,adult,CM,Cameroon,0.45
Stage4B500k-2026-05-05T20-00-42Z-809,male,0.09,31,adult,NG,Nigeria,0.46
Stage4B500k-2026-05-05T20-00-42Z-810,female,0.10,32,adult,GH,Ghana,0.47
Stage4B500k-2026-05-05T20-00-42Z-811,male,0.11,33,adult,KE,Kenya,0.48
Stage4B500k-2026-05-05T20-00-42Z-812,female,0.12,34,adult,ZA,South Africa,0.49
Stage4B500k-2026-05-05T20-00-42Z-813,male,0.13,35,adult,UG,Uganda,0.50
Stage4B500k-2026-05-05T20-00-42Z-814,female,0.14,36,adult,TZ,Tanzania,0.51
Stage4B500k-2026-05-05T20-00-42Z-815,male,0.15,37,adult,SN,Senegal,0.52
Stage4B500k-2026-05-05T20-00-42Z-816,female,0.16,38,adult,CM,Cameroon,0.53
Stage4B500k-2026-05-05T20-00-42Z-817,male,0.17,39,adult,NG,Nigeria,0.54
Stage4B500k-2026-05-05T20-00-42Z-818,female,0.18,40,adult,GH,Ghana,0.55
Stage4B500k-2026-05-05T20-00-42Z-819,male,0.19,41,adult,KE,Kenya,0.56
Stage4B500k-2026-05-05T20-00-42Z-820,female,0.20,42,adult,ZA,South Africa,0.57
Stage4B500k-2026-05-05T20-00-42Z-821,male,0.21,43,adult,UG,Uganda,0.58
Stage4B500k-2026-05-05T20-00-42Z-822,female,0.22,44,adult,TZ,Tanzania,0.59
Stage4B500k-2026-05-05T20-00-42Z-823,male,0.23,45,adult,SN,Senegal,0.60
Stage4B500k-2026-05-05T20-00-42Z-824,female,0.24,46,adult,CM,Cameroon,0.61
Stage4B500k-2026-05-05T20-00-42Z-825,male,0.25,47,adult,NG,Nigeria,0.62
Stage4B500k-2026-05-05T20-00-42Z-826,female,0.26,48,adult,GH,Ghana,0.63
Stage4B500k-2026-05-05T20-00-42Z-827,male,0.27,49,adult,KE,Kenya,0.64
Stage4B500k-2026-05-05T20-00-42Z-828,female,0.28,50,adult,ZA,South Africa,0.65
Stage4B500k-2026-05-05T20-00-42Z-829,male,0.29,51,adult,UG,Uganda,0.66
Stage4B500k-2026-05-05T20-00-42Z-830,female,0.30,52,adult,TZ,Tanzania,0.67
Stage4B500k-2026-05-05T20-00-42Z-831,male,0.31,53,adult,SN,Senegal,0.68
Stage4B500k-2026-05-05T20-00-42Z-832,female,0.32,54,adult,CM,Cameroon,0.69
Stage4B500k-2026-05-05T20-00-42Z-833,male,0.33,55,adult,NG,Nigeria,0.70
Stage4B500k-2026-05-05T20-00-42Z-834,female,0.34,56,adult,GH,Ghana,0.71
Stage4B500k-2026-05-05T20-00-42Z-835,male,0.35,57,adult,KE,Kenya,0.72
Stage4B500k-2026-05-05T20-00-42Z-836,female,0.36,58,adult,ZA,South Africa,0.73
Stage4B500k-2026-05-05T20-00-42Z-837,male,0.37,59,adult,UG,Uganda,0.74
Stage4B500k-2026-05-05T20-00-42Z-838,female,0.38,60,adult,TZ,Tanzania,0.75
Stage4B500k-2026-05-05T20-00-42Z-839,male,0.39,61,adult,SN,Senegal,0.76
Stage4B500k-2026-05-05T20-00-42Z-840,female,0.40,62,adult,CM,Cameroon,0.77
Stage4B500k-2026-05-05T20-00-42Z-841,male,0.41,63,adult,NG,Nigeria,0.78
Stage4B500k-2026-05-05T20-00-42Z-842,female,0.42,64,adult,GH,Ghana,0.79
Stage4B500k-2026-05-05T20-00-42Z-843,male,0.43,65,adult,KE,Kenya,0.80
Stage4B500k-2026-05-05T20-00-42Z-844,female,0.44,66,adult,ZA,South Africa,0.81
Stage4B500k-2026-05-05T20-00-42Z-845,male,0.45,67,adult,UG,Uganda,0.82
Stage4B500k-2026-05-05T20-00-42Z-846,female,0.46,68,adult,TZ,Tanzania,0.83
Stage4B500k-2026-05-05T20-00-42Z-847,male,0.47,69,adult,SN,Senegal,0.84
Stage4B500k-2026-05-05T20-00-42Z-848,female,0.48,70,adult,CM,Cameroon,0.85
Stage4B500k-2026-05-05T20-00-42Z-849,male,0.49,18,adult,NG,Nigeria,0.86
Stage4B500k-2026-05-05T20-00-42Z-850,female,0.50,19,adult,GH,Ghana,0.87
Stage4B500k-2026-05-05T20-00-42Z-851,male,0.51,20,adult,KE,Kenya,0.88
Stage4B500k-2026-05-05T20-00-42Z-852,female,0.52,21,adult,ZA,South Africa,0.89
Stage4B500k-2026-05-05T20-00-42Z-853,male,0.53,22,adult,UG,Uganda,0.90
Stage4B500k-2026-05-05T20-00-42Z-854,female,0.54,23,adult,TZ,Tanzania,0.91
Stage4B500k-2026-05-05T20-00-42Z-855,male,0.55,24,adult,SN,Senegal,0.92
Stage4B500k-2026-05-05T20-00-42Z-856,female,0.56,25,adult,CM,Cameroon,0.93
Stage4B500k-2026-05-05T20-00-42Z-857,male,0.57,26,adult,NG,Nigeria,0.94
Stage4B500k-2026-05-05T20-00-42Z-858,female,0.58,27,adult,GH,Ghana,0.95
Stage4B500k-2026-05-05T20-00-42Z-859,male,0.59,28,adult,KE,Kenya,0.96
Stage4B500k-2026-05-05T20-00-42Z-860,female,0.60,29,adult,ZA,South Africa,0.97
